Filename,Label,0次_i0,1次_i0,2次_i0,3次_i0,4次_i0,5次_i0
异物_异物_1_0_8_热水站_20140814热塔线_2014-08-14_13-06-42_act_220kV录波屏(A0307120254).etr-138,异物,0.042286938,7.233086286,0.255211502,1.909476972,0.26012918,0.222486478
异物_异物_1_16_8_祯州侧故障录波及保护动作报告_20141027胪祯甲线_500kV第五六串故障录波器2014-10-27-23_43_13-699-00032-05971.etr-147,异物,17.5693836,126.1250356,2.167471829,0.965631356,0.796764586,0.258673301
异物_异物_1_32_28_220kV丹桂站_20140504罗丹乙线_2014年05月04日14时18分13秒.etr-148,异物,0.016484085,17.38228394,0.04838437,0.057575834,0.012610146,0.013505244
异物_异物_1_48_20_祯侧_20141027胪祯乙线_2014-10-27@23-43-13.#108D0.etr-149,异物,15.4144418,112.9157032,1.906313886,0.805680972,0.747841576,0.23051927
异物_异物_2_0_8_汕头站侧继电保护动作情况_20141107汕阳线（11点10分）_2014年11月07日11时10分08秒.etr-152,异物,0.033712767,0.424018054,0.031151575,0.04541451,0.048077783,0.04290269
异物_异物_2_0_8_潮阳站侧继电保护动作情况_20141107汕阳线（11点10分）_2014-11-07@11-11-09.#482.etr-150,异物,0.031362629,0.872297037,0.017532243,0.047071915,0.033213557,0.022176085
异物_异物_2_0_8_胪岗侧_20141027胪祯乙线_141027234314.etr-151,异物,0.909194345,8.687887236,0.050950427,0.175332201,0.246908917,0.723222205
异物_异物_3_0_8_茅湖站侧_20140811惠茅乙线_2014年08月11日13时51分57秒.etr-153,异物,0.023885822,1.937466175,0.063508606,0.268638798,0.015777311,0.068773288
异物_昆旋线保护CSC161A2016-06-04-14_41_22-961-00034-00193.etr-48,异物,4.450204017,33.23444771,0.910862644,0.596667772,0.337492878,0.394550844
异物_昆旋线保护CSC161A2016-06-04-14_43_23-094-00034-00194.etr-49,异物,15.30685808,107.0828482,3.555346476,2.09987607,1.811831963,1.731230235
异物_隆小线录波文件2017年04月16日15时08分25秒.etr-86,异物,2.459036835,137.0187856,2.775602339,7.701221271,1.238674608,2.846489024
雷击_雷击_1_0_12_新会站_20140509能新线_2014年05月09日18时04分37秒.etr-15,雷击,15.6845292,51.3934745,2.639302846,1.56914863,1.163390936,0.967729333
雷击_雷击_1_0_12_能达站_20140509能新线_2014年05月09日18时11分04秒.etr-13,雷击,7.278765047,22.31567224,1.143755176,0.802885004,0.636589295,0.49953996
雷击_雷击_1_0_16_乐园_20140510桂乐甲线_SSH158.etr-16,雷击,27.38751094,67.5285115,4.067807987,2.613813791,1.881370865,1.688808058
雷击_雷击_1_0_24_国安站侧_20140509国珠甲线_2014年05月09日11时32分26秒.etr-19,雷击,6.873705615,40.6756842,0.983991958,0.723754178,0.530077734,0.386673667
雷击_雷击_1_0_24_群星站_20140511群北乙线_2014年05月11日12时41分57秒.etr-21,雷击,105.8022424,280.6014387,15.17063366,9.2668478,6.921323266,4.634895267
雷击_雷击_1_0_24_联禾站_20140509源联乙线_SSH889.etr-20,雷击,2.263246709,28.93910144,0.37714065,0.134389249,0.188808497,0.169808075
雷击_雷击_1_0_24_蝶岭站_20140509蝶坝线_2014年05月09日19时08分12秒.etr-18,雷击,45.66235852,235.2328586,7.515518227,4.846072748,4.458878692,3.661886705
雷击_雷击_1_0_28_桂山_20140510桂乐甲线_2014年05月11日08时38分36秒.etr-24,雷击,9.25406817,31.00487371,1.461974044,1.023757657,0.848693774,0.620086551
雷击_雷击_1_0_32_珠海站侧_20140509国珠甲线_SSH476.etr-26,雷击,2.024939972,12.21647539,0.268703308,0.18089563,0.130783222,0.093222829
雷击_雷击_1_0_4_220kV旗尾站_20140521阳旗乙线_2014-05-21_16-10-46_ACT_11350.etr-7,雷击,2.009318997,9.592414204,0.456676612,0.275423837,0.251487805,0.20376513
雷击_雷击_1_0_4_220kV端州站_20140520砚端甲线_2014年05月20日13时41分33秒.etr-6,雷击,9.414235672,81.23857881,1.236029343,0.513452776,0.820801122,0.601794274
雷击_雷击_1_0_4_500kV曲江站侧_20140507桥曲乙线_2014年05月07日19时35分36秒.etr-8,雷击,1.431131837,7.159546084,0.316507613,0.149373411,0.176628361,0.149626557
雷击_雷击_1_0_6_广蓄B厂_20140521蓄增甲线_2014年05月21日09时15分03秒.etr-9,雷击,6.422365408,71.92308616,1.954106808,2.525226853,1.262129085,0.231414178
雷击_雷击_1_0_8_惠州侧_20140516东惠乙线_2014-05-16@12-02-58.#221.etr-12,雷击,7.694558771,44.74071583,0.737959671,0.50308769,0.348417836,0.32423266
雷击_雷击_1_0_8_桂山站_20140518桂乐乙线_2014年05月18日10时59分15秒.etr-11,雷击,12.54763477,35.49086655,1.953186596,1.1949501,0.955148833,0.805371855
雷击_雷击_1_0_8_福园站_20140516福鹿乙线_2014-05-16@14-30-04.#30FB.etr-10,雷击,11.23524713,36.11800142,1.392825954,0.93512439,0.804369844,0.618030266
雷击_雷击_1_12_24_曙光站_20140517曙河乙线_广东茂名曙光变220KV线路_2014年05月17日17时50分36秒136毫秒_comtrade.etr-40,雷击,62.31033693,137.4005393,7.349855242,4.638409175,3.548635707,2.989020791
雷击_雷击_1_16_12_220kV阳山站_20140521阳旗乙线_2014年05月21日16时10分47秒.etr-43,雷击,1.902897776,8.659859183,0.469091759,0.29909668,0.217507852,0.192818618
雷击_雷击_1_16_12_桂竹站_20140505茅桂乙线_2014年05月05日04时16分17秒.etr-44,雷击,0.030598222,56.3921278,4.650768704,3.098594966,1.378425003,0.558530798
雷击_雷击_1_16_12_珠山站_20140517云珠线_2014年05月17日17时54分04秒.etr-46,雷击,2.979687828,29.94393628,0.588896429,0.267350483,0.368510469,0.278082683
雷击_雷击_1_16_12_茅湖站_20140505茅桂乙线_2014年05月05日04时16分17秒.etr-45,雷击,2.523505967,44.05933994,0.215010859,0.206675759,0.09485989,0.033066742
雷击_雷击_1_16_20_500kV砚都站_20140520砚端甲线_2014年05月20日13时41分34秒.etr-47,雷击,30.81656108,255.3754112,4.041700834,1.776872958,2.811343345,2.020397041
雷击_雷击_1_16_24_220kV旗尾站_20140523阳旗甲线_2014-05-23_14-57-07_ACT_11349#故障录波~.etr-48,雷击,4.157930527,19.17819136,1.542565717,0.945826271,0.84743387,0.730614876
雷击_雷击_1_16_24_云浮A厂_20140517云珠线_2014年05月17日17时54分17秒.etr-51,雷击,14.66139394,94.25874025,2.693067827,1.876542736,1.906307294,1.519787597
雷击_雷击_1_16_24_增城站_20140521蓄增甲线_2014年05月21日09时06分30秒.etr-52,雷击,12.310789,135.1149204,3.911314229,4.739512068,2.369244972,0.864169325
雷击_雷击_1_16_24_河东站_20140517曙河乙线_2014年05月16日23时14分36秒.etr-50,雷击,10.84506104,35.8009033,1.842960674,1.138168423,0.870568589,0.755350414
雷击_雷击_1_16_24_白玉站_20140520莆白甲线_2014年05月20日04时03分17秒.etr-49,雷击,51.68199346,100.9885268,6.369829212,3.662752389,2.79963099,2.413943876
雷击_雷击_1_16_28_立新站_20140522跃新乙线_2014-05-22@16-32-01.#6BF922.etr-53,雷击,7.397831425,44.20654758,0.936349228,0.631788743,0.604071677,0.457051313
雷击_雷击_1_16_28_镇隆站_20140520镇荣乙线_2014年05月20日12时29分51秒.etr-55,雷击,26.34267216,91.47559472,3.850015141,2.559623734,2.206377846,1.784786947
雷击_雷击_1_16_28_鹿江站_20140516福鹿乙线_2014年05月16日14时30分04秒.etr-54,雷击,8.579417468,27.29816167,1.287663807,0.771715043,0.645230724,0.498274024
雷击_雷击_1_16_8_莆心站_20140520莆白甲线_2014-05-20_04-01-23_ACT_8353#.etr-41,雷击,12.44685591,25.27161123,1.438524796,0.895159721,0.681024758,0.576259266
雷击_雷击_1_20_40_北_20140511北花甲线2_140511150403.etr-56,雷击,20.04107315,35.73868632,2.559448681,2.151954052,1.053615029,1.064513968
雷击_雷击_1_20_60_花_20140511北花甲线2_140511150750.etr-57,雷击,20.11303907,35.58330699,2.520496226,2.153954518,1.047891728,1.084041901
雷击_雷击_1_28_8_增城站_20140517蓄增乙线_2014-05-17@17-44-25.#BDA.etr-58,雷击,17.63988027,54.69989911,2.564974811,2.289579321,1.189337814,1.294925803
雷击_雷击_1_32_12_源和电厂_20140509源联乙线_2014年05月09日13时15分53秒.etr-59,雷击,0.021423798,0.081676741,0.014651064,0.020318107,0.006827015,0.004761216
雷击_雷击_1_32_20_霞涌电厂_20140517霞联甲线_A_20140517012904.etr-60,雷击,16.07274502,102.1474424,1.152118035,0.799572903,0.690849345,0.566783657
雷击_雷击_1_3_10_500kV广蓄B厂侧_20140517蓄增乙线_2014年05月17日17时54分34秒.etr-28,雷击,128.6067151,301.8132482,18.16167468,15.47413755,7.02261126,7.694578321
雷击_雷击_1_49_20_500kV祯州站_20140520祯宝甲线_2014-05-20@13-31-15.#2419.etr-61,雷击,4.677676432,15.5759835,0.56439778,0.255635238,0.276375515,0.210537404
雷击_雷击_1_4_0_坝基站_20140509蝶坝线_蝶坝线录波.etr-29,雷击,3.598242237,14.93141541,0.551479827,0.384123653,0.286337523,0.261304002
雷击_雷击_1_4_12_乐园站_20140518桂乐乙线_SSH167.etr-31,雷击,27.894663,59.3162417,3.350931741,2.060918106,1.543763317,1.334000647
雷击_雷击_1_4_12_封开站侧_20140517建封线_140517171447.etr-30,雷击,4.725833228,68.6778278,0.898725283,0.51891247,0.475393263,0.412395589
雷击_雷击_1_4_24_联丰站_20140517霞联甲线_2014y05m17d01h29m04s456ms+act.etr-32,雷击,1.9370999,18.7383904,0.233774382,0.153319371,0.140943958,0.114219975
雷击_雷击_1_4_28_建云站侧_20140517建封线_SSH491.etr-33,雷击,0.802254308,44.75777099,0.607283621,0.196848919,0.31833671,0.328587163
雷击_雷击_1_4_28_通济站侧_20140517通苗乙线_SSH321.etr-34,雷击,1.519023907,9.363934656,0.231319244,0.187114654,0.127962113,0.100365156
雷击_雷击_1_4_32_220kV浩源站侧_20140519浩大乙线_SSH899.etr-35,雷击,115.1724433,957.2881284,17.05415528,8.904552938,9.108432613,8.973337504
雷击_雷击_1_4_32_跃立站_20140522跃新乙线_140522163202.etr-36,雷击,4.51832347,18.93985287,0.25799924,0.279699263,0.2750397,0.216770967
雷击_雷击_1_4_44_荣田站_20140520镇荣乙线_140520123000.etr-37,雷击,70.22611755,268.2469872,7.97740195,4.491033856,3.733999972,3.160979343
雷击_雷击_1_6_36_东莞侧_20140516东惠乙线_2014年05月16日12时04分54秒_SSH703.etr-38,雷击,5.042778164,40.66937726,0.604723877,0.457663364,0.284150674,0.218374636
雷击_雷击_1_6_60_500kV顺德站_20140515换顺甲线_2014年05月15日14时53分01秒.etr-39,雷击,0.195592589,18.74554615,0.206157379,0.350472184,0.132251012,0.288416422
雷击_雷击_2_0_24_英德站侧_20140516库英线_2014年05月16日23时47分54秒.etr-67,雷击,1.804708932,14.14331343,0.332699643,0.16874442,0.137862228,0.120488257
雷击_雷击_2_0_28_库湾站侧_20140516库英线_2014-05-16@23-47-54.#80E187.etr-68,雷击,1.577756125,12.56684587,0.36552371,0.151128187,0.131582599,0.139275415
雷击_雷击_2_0_4_220kV旗尾站_20140523阳旗乙线_2014-05-23_14-57-07_ACT_11350.etr-62,雷击,3.317219406,18.48533397,1.240192943,0.845418093,0.734128475,0.553854184
雷击_雷击_2_0_8_220kV阳山站_20140523阳旗甲线_2014年05月23日14时57分08秒.etr-64,雷击,0.321361409,2.707170463,0.153287071,0.094862759,0.078813801,0.074714987
雷击_雷击_2_0_8_外海站220KV_20140511峰外甲线_140511114637.etr-66,雷击,1.630516788,24.08655022,0.276029233,0.105939811,0.051914907,0.078667282
雷击_雷击_2_12_8_莞城站_20140517莞垅乙线_2014-05-17_00-10-34_ACT_220kV线路故障~.etr-71,雷击,22.51169139,739.9205166,12.52687185,14.06383275,4.334862969,0.648778694
雷击_雷击_2_16_12_220kV阳山站_20140523阳旗乙线_2014年05月23日14时57分08秒.etr-73,雷击,0.317441895,2.936238776,0.152329189,0.10480256,0.084122695,0.071970823
雷击_雷击_2_16_20_220kV贤令山站_20140522山回甲线_2014年05月22日07时34分22秒.etr-74,雷击,0.147635171,13.34067448,0.049400487,0.055630261,0.030777472,0.027400779
雷击_雷击_2_16_4_腰鼓湾站_20140508唐腰线_2014年05月08日22时56分12秒.etr-72,雷击,8.094735452,68.12552063,1.636397187,1.101921588,1.047170283,0.736404854
雷击_雷击_2_32_52_霞涌电厂_20140517霞联乙线_A_20140517014244.etr-77,雷击,21.86398888,72.73379717,4.705961221,2.964313866,2.508041469,1.978869839
雷击_雷击_2_4_28_联丰站_20140517霞联乙线_2014y05m17d01h42m44s298ms+act.etr-70,雷击,9.871199098,33.67004065,2.315893085,1.468853038,1.252199197,0.966832002
风偏_160406110947.etr-7,风偏,3.872549573,8.021068077,0.103720265,0.096494867,0.034817846,0.022376668
风偏_2016-10-21@10-03-15.#13.etr-1,风偏,18.29262932,161.1982271,3.420335613,2.499773633,1.882164381,1.508678351
风偏_2016-10-21@10-52-40.#15.etr-2,风偏,0.757467391,116.6568767,0.404050624,0.377169533,0.259966012,0.282292206
风偏_2016-10-21@11-50-25.#1B.etr-3,风偏,0.336169553,93.4464536,0.279338924,0.409176186,0.264889146,0.213338605
风偏_2016-10-21@12-34-36.#91.etr-4,风偏,2.56366469,44.20502802,0.473457616,0.456150013,0.290105336,0.236718588
风偏_2016-10-21@12-52-29.#99.etr-5,风偏,11.06141815,70.24586735,1.900056759,1.335200697,1.050908793,0.748875557
风偏_2016年08月02日01时06分59秒.etr-8,风偏,130.4866243,2033.579925,22.13478415,12.68015745,11.45259303,8.839914037
鸟害_160405072106.etr-27,鸟害,2.557937025,29.21621434,0.45240037,0.296394834,0.228725848,0.175611344
鸟害_170303065032.etr-33,鸟害,0.55403203,27.63337267,0.022585056,0.109547599,0.049516743,0.031661041
鸟害_170509233209.etr-36,鸟害,2.449963171,9.617731117,0.710351012,0.637668739,0.511261085,0.388904009
鸟害_170613110234.etr-37,鸟害,0.05520947,24.84909712,0.164178926,0.068627125,0.078447427,0.0985467
鸟害_2015-06-11@11-34-07.#96D11.etr-9,鸟害,0.204863378,2.321359554,0.354534169,0.461222662,0.07878912,0.046584249
鸟害_2015-07-13@14-29-37.#1D34.etr-13,鸟害,0.094728645,2.747147813,0.151756383,0.659285041,0.076442041,0.0624485
鸟害_2015年06月18日10时33分01秒.etr-11,鸟害,0.00424863,8.162079331,0.212033479,0.250944383,0.070696074,0.146360817
鸟害_2015年07月13日11时25分11秒.etr-15,鸟害,0.012910824,0.438452892,0.006719877,0.091873744,0.00245563,0.00912914
鸟害_2015年07月13日11时25分13秒.etr-16,鸟害,0.261802934,0.483340461,0.252342044,0.043510981,0.034879333,0.021984286
鸟害_2015年07月13日12时53分04秒.etr-14,鸟害,0.078249483,4.408384928,0.030387337,0.04580953,0.011010566,0.006803807
鸟害_2015年07月13日12时53分04秒.etr-17,鸟害,0.000748593,0.984230815,0.006238776,0.014269954,0.001327827,3.00E-08
鸟害_2015年07月13日14时10分53秒.etr-12,鸟害,0.022534135,1.788804253,0.162857106,0.424664367,0.07364953,0.097188026
鸟害_2015年08月06日11时42分13秒.etr-18,鸟害,4.909995376,162.3761184,9.250812229,23.57697215,6.682312222,3.412299258
鸟害_2015年11月18日11时05分52秒.etr-23,鸟害,5.078579423,29.74777763,0.833147713,0.537497172,0.496165474,0.345374241
鸟害_2016-03-01_15-40-14_sta_SH951.etr-25,鸟害,5.12737E+15,9.11093E+13,4.19532E+13,2.63046E+13,2.20561E+13,1.66024E+13
鸟害_2016-07-30_14-34-54_act_SH958.etr-32,鸟害,2.64593E+15,0.10335778,0.228102808,0.694559828,0.247855507,2.510088923
鸟害_2016年03月01日15时40分14秒.etr-24,鸟害,20.72579261,214.5753916,6.435142434,7.596813935,3.255694471,4.446879006
鸟害_2016年04月05日07时21分13秒.etr-26,鸟害,1.011111473,10.72588952,0.156061962,0.115893828,0.083275753,0.066723123
鸟害_2016年04月13日12时57分59秒.etr-28,鸟害,38.17827383,212.4203041,4.71317822,3.188877623,2.332754284,1.930185907
鸟害_2016年04月18日13时49分16秒.etr-29,鸟害,1.081110636,11.4816885,2.407867882,2.096289071,0.511247037,0.823003193
鸟害_2016年04月18日14时12分53秒.etr-30,鸟害,0.904986095,134.4402087,1.853561393,23.34986592,3.784335324,5.04987976
鸟害_2016年04月26日02时37分47秒.etr-31,鸟害,1.670564707,15.68268415,0.194533097,0.167030606,0.106529,0.096330692
鸟害_2017-03-03@06-50-31.#38AC.etr-34,鸟害,0.175498451,17.7464378,0.113245634,0.156348863,0.057007216,0.047818655
鸟害_2017-05-09@23-32-08.#391E.etr-35,鸟害,16.93556495,67.90952039,1.743717104,1.21908982,0.923752079,0.687328574
鸟害_2017-06-13_11-07-24_ACT_18832#录波装置.etr-38,鸟害,0.028592388,8.65418765,0.050193182,0.020435737,0.023633403,0.026107345
鸟害_220kV故障录波器I（ZH-3）cpu1@20150806-114213#245#0#0.etr-19,鸟害,4.909995376,162.3761184,9.250812229,23.57697215,6.682312222,3.412299258
鸟害_220k线路录波器（YS-900A）2015-08-17-10_38_54-000-00182-00339.etr-22,鸟害,0.161400538,3.597870411,0.079057087,0.539152622,0.062077297,0.090030418
鸟害_SSH920.etr-10,鸟害,0.624276349,8.654857515,0.551951902,1.631171036,0.151825687,0.238344567
鸟害_广东茂名曙光变220KV线路_2015年08月17日10时38分54秒307毫秒_comtrade.etr-21,鸟害,0.038844912,0.557637848,0.016053783,0.007450664,0.002953776,0.002746222
